DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (HDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				SGK223							chr8:8219349-?	chr8:8219349	0			1	NR	9E-6	5.045757490560675	(European)	0.02634	[0.013-0.04] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (HDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				SOGA2, NDUFV2							chr18:8858808-?	chr18:8858808	0			1	NR	7E-7	6.154901959985743	(European)	0.03304	[0.015-0.051] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (HDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals	15q21.2	15	51060678	TNFAIP8L3	TNFAIP8L3			388121			rs72744354-G	rs72744354	0	72744354	intron_variant	0	0.96	5E-7	6.301029995663981	(European)	0.066	[0.046-0.086] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (HDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				TNFAIP8L3, CYP19A1							chr15:51473345-?	chr15:51473345	0			1	NR	5E-7	6.301029995663981	(European)	0.06432	[0.038-0.091] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (HDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals	16q23.2	16	79517330	WWOX, MAF	MAF			4094			rs62041965-G	rs62041965	0	62041965	downstream_gene_variant	0	0.95	3E-7	6.522878745280337	(European)	0.064	[0.044-0.084] unit increase	Affymetrix [6982258] (imputed)	N
2017-02-15	27587472	Postmus I	2016-09-01	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/27587472	Meta-analysis of genome-wide association studies of HDL cholesterol response to statins.	Response to statins (HDL cholesterol change)	16,769 European ancestry individuals	10,951 European ancestry individuals	16q13	16	56955678	CETP	HERPUD1 - CETP	9709	1071		11797	6245	rs247616-T	rs247616	0	247616	intergenic_variant	1	0.326	9E-13	12.045757490560675		0.0071	[0.0090-0.0130] unit increase	Affymetrix, Illumina, Perlegen [up to 2500000] (imputed)	N
2017-02-15	27587472	Postmus I	2016-09-01	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/27587472	Meta-analysis of genome-wide association studies of HDL cholesterol response to statins.	Response to statins (HDL cholesterol change)	16,769 European ancestry individuals	10,951 European ancestry individuals	15q25.1	15	80945704	NR	CEMIP			57214			rs12916361-?	rs12916361	0	12916361	intron_variant	0	NR	5E-6	5.301029995663981		0.0139	[0.13-0.15] unit increase	Affymetrix, Illumina, Perlegen [up to 2500000] (imputed)	N
2009-12-29	20031564	Ridker PM	2009-02-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/20031564	Polymorphism in the CETP gene region, HDL cholesterol, and risk of future myocardial infarction: Genomewide analysis among 18 245 initially healthy women from the Women's Genome Health Study.	HDL cholesterol	18,245 European ancestry females	NA	16q13	16	56961324	SLC12A3, HERPUD1, CETP, NUP93	HERPUD1 - CETP	9709	1071		17443	599	rs1800775-A	rs1800775	0	1800775	upstream_gene_variant	1	0.49	4E-93	92.39794000867204		3.09	mg/dL increase	Illumina [~ 318237]	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	1p36.11	1	26958704	C1orf172	KDF1			126695			rs12742376-T	rs12742376	0	12742376	intron_variant	0	NR	1E-8	8.0				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	1p34.3	1	39562508	PABPC4	PABPC4			8761			rs4660293-A	rs4660293	0	4660293	non_coding_transcript_exon_variant	0	NR	3E-15	14.522878745280337				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	1p13.3	1	109275908	CELSR2	CELSR2 - PSRC1	1952	84722		152	3646	rs646776-T	rs646776	0	646776	downstream_gene_variant	1	NR	3E-9	8.522878745280337				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	3q22.3	3	136553404	STAG1	STAG1			10274			rs7621025-T	rs7621025	0	7621025	intron_variant	0	NR	1E-9	9.0				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	6p21.32	6	32477914	HLA-DRA	HLA-DRB9 - HLA-DRB5	3132	3127		17825	39429	rs9378212-T	rs9378212	0	9378212	upstream_gene_variant	1	NR	7E-10	9.154901959985743				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	6q22.33	6	127111512	RSPO3	LOC105377989			105377989			rs1936797-A	rs1936797	0	1936797	intergenic_variant	0	NR	7E-9	8.154901959985743				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	7q11.23	7	73497513	BAZ1B	BAZ1B			9031			rs13244268-T	rs13244268	0	13244268	intron_variant	0	NR	1E-13	13.0				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	8p23.1	8	9325848	PPP1R3B	LOC157273			157273			rs9987289-A	rs9987289	0	9987289	intron_variant	0	NR	1E-39	39.0				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	8q24.12	8	120856311	SNTB1	SNTB1 - LOC100133147	6641	100133147		44242	257048	rs4871137-T	rs4871137	0	4871137	intergenic_variant	1	NR	3E-8	7.522878745280337				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	10q21.3	10	63267850	JMJD1C	JMJD1C			221037			rs10761731-A	rs10761731	0	10761731	intron_variant	0	NR	2E-8	7.698970004336019				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	11q12.2	11	61802358	FADS1	FADS1			3992			rs174546-T	rs174546	0	174546	3_prime_UTR_variant	0	NR	2E-24	23.69897000433602				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	15q21.3	15	58431280	LIPC	LIPC, LOC101928635			3990, 101928635			rs1077834-T	rs1077834	0	1077834	intron_variant	0	NR	3E-87	86.52287874528034				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	16q12.2	16	53769662	FTO	FTO			79068			rs1558902-A	rs1558902	0	1558902	intron_variant	0	NR	5E-9	8.301029995663981				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	16q13	16	56962299	CETP	CETP			1071			rs711752-A	rs711752	0	711752	splice_region_variant	0	NR	4E-308	307.39794000867204				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	16q22.1	16	68252524	LYPLA3	PLA2G15			23659			rs17688076-A	rs17688076	0	17688076	intron_variant	0	NR	2E-23	22.69897000433602				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	18q21.1	18	49677038	LIPG	LOC105372112			105372112			rs11874381-A	rs11874381	0	11874381	intergenic_variant	0	NR	1E-15	15.0				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	18q21.32	18	60181790	MC4R	RNU4-17P - LOC342784	106481177	342784		18083	14565	rs12967135-A	rs12967135	0	12967135	intergenic_variant	1	NR	4E-10	9.397940008672037				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	19q13.32	19	44919689	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	downstream_gene_variant	1	NR	2E-164	163.69897000433602				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	20q13.12	20	44413724	HNF4A	HNF4A			3172			rs1800961-T	rs1800961	0	1800961	missense_variant	0	NR	4E-28	27.397940008672037				NR [2501543] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	20q13.12	20	45925376	PLTP	PLTP - LOC107985388	5360	107985388		13012	8135	rs6065906-T	rs6065906	0	6065906	intergenic_variant	1	NR	5E-29	28.30102999566398				NR [2501543] (imputed)	N
2008-06-16	18193044	Kathiresan S DUP	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 individuals	18,544 individuals	1q42.13	1	230159944	GALNT2	GALNT2			2590			rs4846914-G	rs4846914	0	4846914	intron_variant	0	0.40	2E-13	12.698970004336019		0.07	[0.05-0.09] percentage SD decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S DUP	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 individuals	18,544 individuals	9q31.1	9	104885374	ABCA1	ABCA1			19			rs3890182-A	rs3890182	0	3890182	intron_variant	0	0.13	3E-10	9.522878745280337		0.1	[0.06-0.14] percentage SD decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S DUP	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 individuals	18,544 individuals	16q13	16	56961324	CETP	HERPUD1 - CETP	9709	1071		17443	599	rs1800775-C	rs1800775	0	1800775	upstream_gene_variant	1	0.51	1E-73	73.0		0.18	[0.16-0.20] percentage SD decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S DUP	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 individuals	18,544 individuals	15q21.3	15	58431476	LIPC	LOC101928635, LIPC			101928635, 3990			rs1800588-T	rs1800588	0	1800588	intron_variant	0	0.21	2E-32	31.69897000433602		0.14	[0.12-0.16] percentage SD increase	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S DUP	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 individuals	18,544 individuals	18q21.1	18	49655298	LIPG, ACAA2	LOC105372112			105372112			rs2156552-A	rs2156552	0	2156552	downstream_gene_variant	0	0.18	2E-7	6.698970004336019		0.07	[0.05-0.09] percentage SD decrease	Affymetrix [389878]	N
2008-06-16	18193044	Kathiresan S DUP	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	HDL cholesterol	2,758 individuals	18,544 individuals	8p21.3	8	19962213	LPL	LPL			4023			rs328-G	rs328	0	328	stop_gained	0	0.09	9E-23	22.045757490560675		0.17	[0.13-0.21] percentage SD increase	Affymetrix [389878]	N
2009-01-14	19060910	Sabatti C	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060910	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	HDL cholesterol	4,763 Northern Finnish founder individuals	NA	11p11.2	11	47264739	NR1H3	NR1H3			10062			rs7120118-G	rs7120118	0	7120118	intron_variant	0	0.42	4E-8	7.3979400086720375		0.04	[0.03-0.05] mmol/l increase	Illumina [329091]	N
2009-01-14	19060910	Sabatti C	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060910	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	HDL cholesterol	4,763 Northern Finnish founder individuals	NA	15q21.3	15	58391167	LIPC	LOC101928635			101928635			rs1532085-A	rs1532085	0	1532085	intron_variant	0	0.44	2E-10	9.698970004336019		0.05	[0.03-0.06] mmol/l increase	Illumina [329091]	N
2009-01-14	19060910	Sabatti C	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060910	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	HDL cholesterol	4,763 Northern Finnish founder individuals	NA	16q13	16	56959412	CETP	HERPUD1 - CETP	9709	1071		15531	2511	rs3764261-A	rs3764261	0	3764261	upstream_gene_variant	1	0.28	7E-29	28.154901959985743		0.09	[0.08-0.11] mmol/l increase	Illumina [329091]	N
2009-01-14	19060910	Sabatti C	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060910	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	HDL cholesterol	4,763 Northern Finnish founder individuals	NA	17p13.3	17	2525214	intergenic	METTL16 - RN7SL33P	79066	106479236		13308	32539	rs9891572-A	rs9891572	0	9891572	intergenic_variant	1	0.16	2E-7	6.698970004336019		0.05	[0.048-0.051] mmol/l increase	Illumina [329091]	N
2009-01-14	19060910	Sabatti C	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060910	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	HDL cholesterol	4,763 Northern Finnish founder individuals	NA	16q22.1	16	67979568	LCAT	DPEP3			64180			rs255049-G	rs255049	0	255049	intron_variant	0	0.22	3E-8	7.522878745280337		0.05	[0.03-0.07] mmol/l increase	Illumina [329091]	N
2014-03-22	24023261	Keller M	2013-09-10	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/24023261	THOC5: a novel gene involved in HDL-cholesterol metabolism.	Lipid traits	839 European ancestry individuals	up to 5,248 European ancestry individuals	8p21.3	8	19975135	LPL	LPL - LOC105379311	4023	105379311		7876	103579	rs17482753-T	rs17482753	0	17482753	intergenic_variant	1	0.09	6E-10	9.221848749616356	(Triglycerides)	0.24	unit decrease	Affymetrix [390619]	N
2014-03-22	24023261	Keller M	2013-09-10	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/24023261	THOC5: a novel gene involved in HDL-cholesterol metabolism.	Lipid traits	839 European ancestry individuals	up to 5,248 European ancestry individuals	11q23.3	11	116748357	BUD13	BUD13			84811			rs28927680-G	rs28927680	0	28927680	3_prime_UTR_variant	0	0.09	3E-7	6.522878745280337	(Triglycerides)	0.22	unit increase	Affymetrix [390619]	N
2016-07-08	25961943	Surakka I	2015-05-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25961943	The impact of low-frequency and rare variants on lipid levels.	HDL cholesterol	up to 62,166 European ancestry individuals	NA	18q21.1	18	49631816	LIPG	LOC105372112			105372112			rs10438978-C	rs10438978	0	10438978	intergenic_variant	0	0.81	8E-36	35.096910013008056		0.095	[0.079-0.111] s.d. increase	Affymetrix, Illumina, Perlegen [up to 9657952] (imputed)	N
