DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2012-08-07	22693455	Perry JR	2012-05-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls	2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls	6p22.3	6	20686342	CDKAL1	CDKAL1			54901			rs7766070-A	rs7766070	0	7766070	intron_variant	0	0.27	6E-11	10.221848749616356	(Obese)	1.21	[1.14-1.28]	NR [NR]	N
2012-08-07	22693455	Perry JR	2012-05-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls	2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls	10q23.33	10	92705802	HHEX	HHEX - EXOC6	3087	54536		10151	121029	rs5015480-C	rs5015480	0	5015480	downstream_gene_variant	1	0.57	2E-9	8.698970004336019	(Obese)	1.18	[1.11-1.23]	NR [NR]	N
2012-08-07	22693455	Perry JR	2012-05-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22693455	Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for risk variants in lean compared to obese cases.	Type 2 diabetes	2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls	2,881 lean type 2 diabetes cases, 8,702 obese type 2 diabetes cases, 18,957 controls	3q27.2	3	185793899	IG2BP2	IGF2BP2			10644			rs4402960-T	rs4402960	0	4402960	intron_variant	0	0.31	3E-9	8.522878745280337	(Obese)	1.15	[1.10-1.21]	NR [NR]	N
2008-06-16	17460697	Steinthorsdottir V	2007-04-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17460697	A variant in CDKAL1 influences insulin response and risk of type 2 diabetes.	Type 2 diabetes	1,399 European ancestry cases, 5,275 European ancestry controls	2,174 European ancestry cases, 7,287 European ancestry controls	6p22.3	6	20679478	CDKAL1	CDKAL1			54901			rs7756992-G	rs7756992	0	7756992	intron_variant	0	0.26	8E-9	8.096910013008056		1.2	[1.13-1.27]	Illumina [at least 313179]	N
2008-06-16	17293876	Sladek R	2007-02-11	Nature	www.ncbi.nlm.nih.gov/pubmed/17293876	A genome-wide association study identifies novel risk loci for type 2 diabetes.	Type 2 diabetes	661 European ancestry cases, 614 European ancestry controls	2,617 European ancestry cases, 2,894 European ancestry controls	10q23.33	10	92703125	HHEX	HHEX - EXOC6	3087	54536		7474	123706	rs1111875-G	rs1111875	0	1111875	intergenic_variant	1	0.60	3E-6	5.522878745280337		1.19	[0.82-1.56]	Illumina [392935]	N
2008-06-16	17293876	Sladek R	2007-02-11	Nature	www.ncbi.nlm.nih.gov/pubmed/17293876	A genome-wide association study identifies novel risk loci for type 2 diabetes.	Type 2 diabetes	661 European ancestry cases, 614 European ancestry controls	2,617 European ancestry cases, 2,894 European ancestry controls	8q24.11	8	117172544	SLC30A8	LOC105375716, SLC30A8			105375716, 169026			rs13266634-C	rs13266634	0	13266634	missense_variant	0	0.70	6E-8	7.221848749616356		1.18	[0.69-1.67]	Illumina [392935]	N
2008-06-16	17293876	Sladek R	2007-02-11	Nature	www.ncbi.nlm.nih.gov/pubmed/17293876	A genome-wide association study identifies novel risk loci for type 2 diabetes.	Type 2 diabetes	661 European ancestry cases, 614 European ancestry controls	2,617 European ancestry cases, 2,894 European ancestry controls	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146	0	7903146	intron_variant	0	0.30	2E-34	33.69897000433602		1.65	[1.28, 2.02]	Illumina [392935]	N
2008-06-16	17460697	Steinthorsdottir V	2007-04-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17460697	A variant in CDKAL1 influences insulin response and risk of type 2 diabetes.	Type 2 diabetes	1,399 European ancestry cases, 5,275 European ancestry controls	2,174 European ancestry cases, 7,287 European ancestry controls	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-?	rs7903146	0	7903146	intron_variant	0	0.30	2E-10	9.698970004336019		1.38	[NR]	Illumina [at least 313179]	N
2008-06-16	17460697	Steinthorsdottir V	2007-04-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17460697	A variant in CDKAL1 influences insulin response and risk of type 2 diabetes.	Type 2 diabetes	1,399 European ancestry cases, 5,275 European ancestry controls	2,174 European ancestry cases, 7,287 European ancestry controls	8q24.11	8	117172544	SLC30A8	LOC105375716, SLC30A8			105375716, 169026			rs13266634-C	rs13266634	0	13266634	missense_variant	0	0.67	3E-6	5.522878745280337		1.15	[1.08-1.22]	Illumina [at least 313179]	N
2008-06-16	17463249	Zeggini E	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	3,757 European ancestry cases, 5,346 European ancestry controls	11p15.1	11	17387083	KCNJ11	KCNJ11			3767			rs5215-C	rs5215	0	5215	missense_variant	0	NR	5E-11	10.301029995663981	(DGI+FUSION+WTCCC)	1.14	[1.10-1.19]	Affymetrix [393453]	N
2008-06-16	17463249	Zeggini E	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	3,757 European ancestry cases, 5,346 European ancestry controls	3p25.2	3	12351626	PPARG	PPARG			5468			rs1801282-C	rs1801282	0	1801282	missense_variant	0	NR	2E-6	5.698970004336019	(DGI+FUSION+WTCCC)	1.14	[1.08-1.20]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	16q12.2	16	53782363	FTO	FTO			79068			rs8050136-?	rs8050136	0	8050136	intron_variant	0	NR	2E-17	16.69897000433602	(obese)	1.3	[1.23-1.39]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	11p15.1	11	17388025	KCNJ11	KCNJ11			3767			rs5219-?	rs5219	0	5219	missense_variant	0	NR	5E-7	6.301029995663981	(obese)	1.19	[1.11-1.27]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	11p15.1	11	17388025	KCNJ11	KCNJ11			3767			rs5219-?	rs5219	0	5219	missense_variant	0	NR	1E-9	9.0	(non-obese)	1.25	[1.16-1.34]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	9p21.3	9	22134095	CDKN2B	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-?	rs10811661	0	10811661	intergenic_variant	1	NR	7E-7	6.154901959985743	(non-obese)	1.26	[1.15-1.38]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	6p22.3	6	20660803	CDKAL	CDKAL1			54901			rs10946398-?	rs10946398	0	10946398	intron_variant	0	NR	7E-7	6.154901959985743	(non-obese)	1.18	[1.11-1.26]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	8q24.11	8	117172544	SLC30A8	LOC105375716, SLC30A8			105375716, 169026			rs13266634-?	rs13266634	0	13266634	missense_variant	0	NR	7E-6	5.154901959985743	(non-obese)	1.18	[1.10-1.27]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-?	rs7903146	0	7903146	intron_variant	0	NR	6E-16	15.221848749616356	(obese)	1.31	[1.23-1.40]	Affymetrix [393453]	N
2009-01-15	19056611	Timpson NJ	2008-12-03	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19056611	Adiposity-related heterogeneity in patterns of type 2 diabetes susceptibility observed in genome-wide association data.	Type 2 diabetes	958 European ancestry obese cases, 955 European ancestry non-obese cases, 2,938 European ancestry controls	Up to 3,757 European ancestry cases, up to 5,346 European ancestry controls	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-?	rs7903146	0	7903146	intron_variant	0	NR	9E-30	29.045757490560675	(non-obese)	1.49	[1.39-1.59]	Affymetrix [393453]	N
2009-05-07	19401414	Takeuchi F	2009-04-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese ancestry cases, 503 Japanese ancestry controls	5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls	6p22.3	6	20657333	CDKAL1	CDKAL1			54901			rs4712523-G	rs4712523	0	4712523	intron_variant	0	0.41	7E-20	19.154901959985743		1.27	[1.21-1.33]	Illumina [482625]	N
2009-05-07	19401414	Takeuchi F	2009-04-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese ancestry cases, 503 Japanese ancestry controls	5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls	9p21.3	9	22132077	CDKN2A, CDKN2B	CDKN2B-AS1 - DMRTA1	100048912	63951		10980	314764	rs2383208-A	rs2383208	0	2383208	intergenic_variant	1	0.55	2E-29	28.69897000433602		1.34	[1.27-1.41]	Illumina [482625]	N
2009-05-07	19401414	Takeuchi F	2009-04-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese ancestry cases, 503 Japanese ancestry controls	5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls	11p15.4	11	2818521	KCNQ1	KCNQ1			3784			rs2237892-C	rs2237892	0	2237892	intron_variant	0	0.59	1E-26	26.0		1.33	[1.27-1.41]	Illumina [482625]	N
2009-05-07	19401414	Takeuchi F	2009-04-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese ancestry cases, 503 Japanese ancestry controls	5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls	3q27.2	3	185793899	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960	0	4402960	intron_variant	0	0.31	1E-6	6.0		1.14	[1.08-1.21]	Illumina [482625]	N
2009-05-07	19401414	Takeuchi F	2009-04-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese ancestry cases, 503 Japanese ancestry controls	5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls	8q24.11	8	117172544	SLC30A8	LOC105375716, SLC30A8			105375716, 169026			rs13266634-C	rs13266634	0	13266634	missense_variant	0	0.57	2E-14	13.698970004336019		1.22	[1.16-1.28]	Illumina [482625]	N
2009-05-07	19401414	Takeuchi F	2009-04-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese ancestry cases, 503 Japanese ancestry controls	5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls	10q23.33	10	92703125	HHEX	HHEX - EXOC6	3087	54536		7474	123706	rs1111875-C	rs1111875	0	1111875	intergenic_variant	1	0.28	7E-12	11.154901959985743		1.21	[1.15-1.28]	Illumina [482625]	N
2009-05-07	19401414	Takeuchi F	2009-04-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19401414	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese ancestry cases, 503 Japanese ancestry controls	5,110 Japanese ancestry cases, 6,867 Japanese ancestry controls	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146	0	7903146	intron_variant	0	0.04	8E-12	11.096910013008056		1.54	[1.36-1.74]	Illumina [482625]	N
2008-06-16	17463248	Scott LJ	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	1,161 European ancestry cases, 1,174 European ancestry controls	1,215 European ancestry cases, 1,258 European ancestry controls	11p12	11	41893816	intergenic	LOC105376639 - LOC101928591	105376639	101928591		18031	107906	rs9300039-C	rs9300039	0	9300039	intergenic_variant	1	0.89	6E-8	7.221848749616356		1.48	[1.28-1.71]	Illumina [315635]	N
2008-06-16	17463248	Scott LJ	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	1,161 European ancestry cases, 1,174 European ancestry controls	1,215 European ancestry cases, 1,258 European ancestry controls	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146	0	7903146	intron_variant	0	0.18	1E-8	8.0		1.34	[1.21-1.49]	Illumina [315635]	N
2008-06-16	17463249	Zeggini E	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	3,757 European ancestry cases, 5,346 European ancestry controls	16q12.2	16	53782363	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.40	7E-14	13.154901959985743		1.23	[1.18-1.32]	Affymetrix [393453]	N
2008-06-16	17463249	Zeggini E	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	3,757 European ancestry cases, 5,346 European ancestry controls	6p22.3	6	20660803	CDKAL1	CDKAL1			54901			rs10946398-C	rs10946398	0	10946398	intron_variant	0	0.32	1E-8	8.0		1.16	[1.10-1.22]	Affymetrix [393453]	N
2008-06-16	17463249	Zeggini E	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	3,757 European ancestry cases, 5,346 European ancestry controls	10q23.33	10	92705802	HHEX	HHEX - EXOC6	3087	54536		10151	121029	rs5015480-C	rs5015480	0	5015480	downstream_gene_variant	1	0.57	5E-6	5.301029995663981		1.13	[1.07-1.19]	Affymetrix [393453]	N
2008-06-16	17463249	Zeggini E	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	3,757 European ancestry cases, 5,346 European ancestry controls	9p21.3	9	22134095	CDKN2A, CDKN2B	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-T	rs10811661	0	10811661	intergenic_variant	1	0.83	5E-6	5.301029995663981		1.19	[1.11-1.28]	Affymetrix [393453]	N
2008-06-16	17463249	Zeggini E	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463249	Replication of genome-wide association signals in UK samples reveals risk loci for type 2 diabetes.	Type 2 diabetes	1,924 European ancestry cases, 2,938 European ancestry controls	3,757 European ancestry cases, 5,346 European ancestry controls	9p21.3	9	22029548	CDKN2A, CDKN2B	CDKN2B-AS1			100048912			rs564398-T	rs564398	0	564398	3_prime_UTR_variant	0	0.56	1E-6	6.0		1.13	[1.08-1.19]	Affymetrix [393453]	N
2008-06-16	17463248	Scott LJ	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	1,161 European ancestry cases, 1,174 European ancestry controls	1,215 European ancestry cases, 1,258 European ancestry controls	3q27.2	3	185793899	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960	0	4402960	intron_variant	0	0.30	9E-16	15.045757490560675	(DGI+FUSION+WTCCC)	1.14	[1.11-1.18]	Illumina [315635]	N
2008-06-16	17463248	Scott LJ	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	1,161 European ancestry cases, 1,174 European ancestry controls	1,215 European ancestry cases, 1,258 European ancestry controls	6p22.3	6	20661019	CDKAL1	CDKAL1			54901			rs7754840-C	rs7754840	0	7754840	intron_variant	0	0.36	4E-11	10.397940008672037	(DGI+FUSION+WTCCC)	1.12	[1.08-1.16]	Illumina [315635]	N
2008-06-16	17463248	Scott LJ	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	1,161 European ancestry cases, 1,174 European ancestry controls	1,215 European ancestry cases, 1,258 European ancestry controls	9p21.3	9	22134095	CDKN2A, CDKN2B	CDKN2B-AS1 - DMRTA1	100048912	63951		12998	312746	rs10811661-T	rs10811661	0	10811661	intergenic_variant	1	0.85	8E-15	14.096910013008056	(DGI+FUSION+WTCCC)	1.2	[1.14-1.25]	Illumina [315635]	N
2008-06-16	17463248	Scott LJ	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463248	A genome-wide association study of type 2 diabetes in Finns detects multiple susceptibility variants.	Type 2 diabetes	1,161 European ancestry cases, 1,174 European ancestry controls	1,215 European ancestry cases, 1,258 European ancestry controls	16q12.2	16	53782363	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron_variant	0	0.38	1E-12	12.0	(DGI+FUSION+WTCCC)	1.17	[1.12-1.22]	Illumina [315635]	N
