DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				HECW2							chr2:197094718-?	chr2:197094718	0			1	NR	1E-7	7.0	(European)	0.05933	[0.024-0.095] unit increase	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				HOXC4, HOXC6							chr12:54422052-?	chr12:54422052	0			1	NR	9E-6	5.045757490560675	(European)	0.09434	[0.025-0.164] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				KIAA1024, MTHFS							chr15:80016523-?	chr15:80016523	0			1	NR	5E-6	5.301029995663981	(European)	0.07612	[0.032-0.12] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				LINC00837), LYZL1							chr10:29554568-?	chr10:29554568	0			1	NR	9E-6	5.045757490560675	(European)	0.1407	[0.088-0.193] unit increase	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				LOC100505768, PKN2							chr1:88642627-?	chr1:88642627	0			1	NR	5E-6	5.301029995663981	(European)	0.03745	[0.018-0.057] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				LOC253044, LOC645752							chr15:78075910-?	chr15:78075910	0			1	NR	3E-6	5.522878745280337	(European)	0.03257	[0.013-0.052] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				MIR1257, TAF4							chr20:60546575-?	chr20:60546575	0			1	NR	9E-6	5.045757490560675	(European)	0.04218	[0.012-0.073] unit increase	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals				MIR548T							chr7:147841618-?	chr7:147841618	0			1	NR	6E-6	5.221848749616356	(European)	0.05601	[0.0056-0.1065] unit decrease	Affymetrix [6982258] (imputed)	N
2017-06-26	28371326	Zhu Y	2017-03-30	J Cell Mol Med	www.ncbi.nlm.nih.gov/pubmed/28371326	Susceptibility loci for metabolic syndrome and metabolic components identified in Han Chinese: a multi-stage genome-wide association study.	LDL cholesterol levels	862 Han Chinese ancestry cases, 880 Han Chinese ancestry controls	656 Han Chinese ancestry cases, 933 Han Chinese ancestry controls	19q13.32	19	44912383	APOC1	APOE - APOC1	348	341		2988	1864	rs445925-A	rs445925	0	445925	non_coding_transcript_exon_variant	1	0.09	1E-13	13.0		0.22	[0.16-0.28] mmol/L decrease	Illumina [4642479] (imputed)	N
2017-06-26	28371326	Zhu Y	2017-03-30	J Cell Mol Med	www.ncbi.nlm.nih.gov/pubmed/28371326	Susceptibility loci for metabolic syndrome and metabolic components identified in Han Chinese: a multi-stage genome-wide association study.	LDL cholesterol levels	862 Han Chinese ancestry cases, 880 Han Chinese ancestry controls	656 Han Chinese ancestry cases, 933 Han Chinese ancestry controls	19q13.32	19	44908822	APOE	APOE			348			rs7412-T	rs7412	0	7412	missense_variant	0	NR	7E-15	14.154901959985743		0.313	[0.23-0.39] mmol/L decrease	Illumina [4642479] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals	19p13.11	19	19645265	ATP13A1, PBX4	ATP13A1			57130			rs3841260-AGCC	rs3841260	0	3841260	3_prime_UTR_variant	0	0.92	2E-8	7.698970004336019	(European)	0.067	[0.028-0.106] unit decrease	Affymetrix [6982258] (imputed)	N
2016-12-20	27002377	Irvin MR	2016-07-01	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27002377	A genome-wide study of lipid response to fenofibrate in Caucasians: a combined analysis of the GOLDN and ACCORD studies.	Response to fenofibrate (LDL cholesterol levels)	1,594 European ancestry individuals	350 Hispanic individuals, 138 African American individuals	19p13.11	19	19383674	MAU2, GATAD2A	MAU2 - GATAD2A	23383	54815		24920	2159	rs150268548-G	rs150268548	0	150268548	upstream_gene_variant	1	0.92	2E-8	7.698970004336019	(European)	0.05	[0.011-0.089] unit decrease	Affymetrix [6982258] (imputed)	N
2008-09-15	18262040	Sandhu MS	2008-02-09	Lancet	www.ncbi.nlm.nih.gov/pubmed/18262040	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	11,685 European ancestry individuals	Up to 4,979 European ancestry individuals	1p13.3	1	109279544	CELSR2, PSRC1	CELSR2 - PSRC1	1952	84722		3788	10	rs599839-G	rs599839	0	599839	downstream_gene_variant	1	0.19	1E-33	33.0		0.16	[0.14-0.18] mmol/L decrease	Affymetrix, Illumina [up to 461986]	N
2008-09-15	18262040	Sandhu MS	2008-02-09	Lancet	www.ncbi.nlm.nih.gov/pubmed/18262040	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	11,685 European ancestry individuals	Up to 4,979 European ancestry individuals	19q13.32	19	44919689	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	downstream_gene_variant	1	0.18	1E-20	20.0		0.06	[0.04-0.08] mmol/L increase	Affymetrix, Illumina [up to 461986]	N
2008-09-15	18262040	Sandhu MS	2008-02-09	Lancet	www.ncbi.nlm.nih.gov/pubmed/18262040	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	11,685 European ancestry individuals	Up to 4,979 European ancestry individuals	2p24.1	2	21065449	APOB	APOB - TDRD15	338	100129278		21376	58483	rs562338-T	rs562338	0	562338	intergenic_variant	1	0.20	1E-9	9.0		0.04	[0.02-0.06] mmol/L decrease	Affymetrix, Illumina [up to 461986]	N
2008-12-09	18802019	Burkhardt R	2008-09-18	Arterioscler Thromb Vasc Biol	www.ncbi.nlm.nih.gov/pubmed/18802019	Common SNPs in HMGCR in micronesians and whites associated with LDL-cholesterol levels affect alternative splicing of exon13.	LDL cholesterol	2,346 Micronesian ancestry individuals	NA	5q13.3	5	75329662	HMGCR	ANKRD31 - HMGCR	256006	3156		92765	6672	rs7703051-A	rs7703051	0	7703051	intron_variant	1	0.41	1E-8	8.0		18.0	[NR] % s.d. increase	Affymetrix [~ 500000]	N
2008-12-09	18802019	Burkhardt R	2008-09-18	Arterioscler Thromb Vasc Biol	www.ncbi.nlm.nih.gov/pubmed/18802019	Common SNPs in HMGCR in micronesians and whites associated with LDL-cholesterol levels affect alternative splicing of exon13.	LDL cholesterol	2,346 Micronesian ancestry individuals	NA	19q13.32	19	44919689	APOC2, APOE, APOC4, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	downstream_gene_variant	1	NR	2E-7	6.698970004336019				Affymetrix [~ 500000]	N
2012-11-19	23067351	Rasmussen-Torvik LJ	2012-08-23	Clin Transl Sci	www.ncbi.nlm.nih.gov/pubmed/23067351	High density GWAS for LDL cholesterol in African Americans using electronic medical records reveals a strong protective variant in APOE.	LDL cholesterol	1,249 African American individuals	NA	19q13.32	19	44908822	APOE	APOE			348			rs7412-?	rs7412	0	7412	missense_variant	0	0.10	2E-9	8.698970004336019		12.3	[8.4-16.3] mg/dL decrease	Illumina [910341]	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	4p13	4	41488438	LIMCH1	LIMCH1			22998			rs7696430-A	rs7696430	0	7696430	intron_variant	0	0.157	8E-8	7.096910013008056		0.014	[0.0081-0.0199] unit increase	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	4q31.3	4	153730876	RNF175	LOC105377499, RNF175			105377499, 285533			rs981844-A	rs981844	0	981844	intron_variant	0	0.747	1E-6	6.0		0.009	[0.0051-0.0129] unit increase	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	6q25.3	6	160589086	LPA	LPA			4018			rs10455872-G	rs10455872	0	10455872	intron_variant	0	0.087	7E-44	43.15490195998574		0.052	[0.044-0.060] unit increase	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	13q32.1	13	95648618	DZIP1	DZIP1 - DNAJC3-AS1	22873	100289274		3912	24217	rs12428035-T	rs12428035	0	12428035	upstream_gene_variant	1	0.110	8E-7	6.096910013008056		0.013	[0.0071-0.0189] unit decrease	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	15q25.1	15	80898191	KIAA1199	CEMIP, LOC107984749			57214, 107984749			rs11638450-T	rs11638450	0	11638450	intron_variant	0	0.376	3E-7	6.522878745280337		0.012	[0.0081-0.0159] unit decrease	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2015-06-08	25350695	Postmus I	2014-10-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25350695	Pharmacogenetic meta-analysis of genome-wide association studies of LDL cholesterol response to statins.	Response to statins (LDL cholesterol change)	18,596 European ancestry individuals	23,279 European ancestry individuals	19q13.32	19	44912383	APOE	APOE - APOC1	348	341		2988	1864	rs445925-A	rs445925	0	445925	non_coding_transcript_exon_variant	1	0.157	9E-29	28.045757490560675		0.051	[0.041-0.061] unit decrease	Affymetrix, Illumina, Perlegen [at least 2500000] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	1p13.3	1	109275908	CELSR2	CELSR2 - PSRC1	1952	84722		152	3646	rs646776-T	rs646776	0	646776	downstream_gene_variant	1	NR	4E-170	169.39794000867204				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	1q42.3	1	234707109	IRF2BP2	LOC105373208 - LINC01132	105373208	100506810		18277	16933	rs661955-C	rs661955	0	661955	upstream_gene_variant	1	NR	3E-12	11.522878745280337				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	2p23.3	2	27508345	GCKR	GCKR			2646			rs3817588-T	rs3817588	0	3817588	intron_variant	0	NR	6E-12	11.221848749616356				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	2p21	2	43839108	ABCG8	ABCG8			64241			rs11887534-C	rs11887534	0	11887534	missense_variant	0	NR	9E-33	32.045757490560675				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	2q14.1	2	113080188	IL1F10	IL1F10 - RNU6-1180P	84639	106481552		4338	6619	rs12711751-T	rs12711751	0	12711751	downstream_gene_variant	1	NR	1E-11	11.0				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	5q13.3	5	74966337	GCNT4	LOC105379040			105379040			rs4703642-A	rs4703642	0	4703642	intron_variant	0	NR	2E-11	10.698970004336019				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	6q22.1	6	115992768	FRK	FRK			2444			rs3822857-C	rs3822857	0	3822857	intron_variant	0	NR	8E-12	11.096910013008056				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	8p23.1	8	9325848	PPP1R3B	LOC157273			157273			rs9987289-A	rs9987289	0	9987289	intron_variant	0	NR	2E-24	23.69897000433602				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	8q24.13	8	125488108	TRIB1	TRIB1 - LOC105375746	10221	105375746		49703	34323	rs8180991-C	rs8180991	0	8180991	intron_variant	1	NR	5E-11	10.301029995663981				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	11q12.2	11	61832870	FADS2	FADS2			9415			rs174574-A	rs174574	0	174574	intron_variant	0	NR	8E-10	9.096910013008056				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	11q24.2	11	126378316	ST3GAL4	ST3GAL4			6484			rs11220463-A	rs11220463	0	11220463	intron_variant	0	NR	6E-17	16.221848749616356				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	12q24.12	12	111658411	BRAP	BRAP			8315			rs10744775-T	rs10744775	0	10744775	intron_variant	0	NR	3E-8	7.522878745280337				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	12q24.13	12	112261736	C12orf51	HECTD4			283450			rs2285810-T	rs2285810	0	2285810	non_coding_transcript_exon_variant	0	NR	8E-9	8.096910013008056				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	12q24.31	12	120983004	HNF1A	HNF1A			6927			rs1183910-A	rs1183910	0	1183910	intron_variant	0	NR	6E-128	127.22184874961636				NR [2501749] (imputed)	N
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	15q22.2	15	60585831	RORA	RORA, RORA-AS1			6095, 101928784			rs340005-A	rs340005	0	340005	intron_variant	0	NR	2E-12	11.698970004336019				NR [2501749] (imputed)	N
