DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2009-01-21	19118814	Beecham GW	2009-01-03	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/19118814	Genome-wide association study implicates a chromosome 12 risk locus for late-onset Alzheimer disease.	Alzheimer's disease	492 European ancestry cases, 496 European ancestry controls	238 European ancestry cases, 220 European ancestry controls	19q13.31	19	44110055	ZNF224	LOC100379224			100379224			rs2061333-?	rs2061333	0	2061333	intron_variant	0	NR	2E-06	5.69897000433602				Illumina [~ 2500000] (imputed)	N
2009-09-29	19734902	Harold D	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734902	Genome-wide association study identifies variants at CLU and PICALM associated with Alzheimer's disease.	Alzheimer's disease	3,941 European ancestry cases, 7,848 European ancestry controls	2,023 European ancestry cases, 2,340 European ancestry controls	8p21.1	8	27607002	CLU	CLU			1191			rs11136000-?	rs11136000	0	11136000	intron_variant	0	0.6	9E-10	9.04575749056068		1.16	[1.11-1.22]	Illumina [529205]	N
2009-09-29	19734902	Harold D	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734902	Genome-wide association study identifies variants at CLU and PICALM associated with Alzheimer's disease.	Alzheimer's disease	3,941 European ancestry cases, 7,848 European ancestry controls	2,023 European ancestry cases, 2,340 European ancestry controls	11q14.2	11	86157598	PICALM	RNU6-560P - LOC107984426	106480590	107984426		4264	33880	rs3851179-?	rs3851179	0	3851179	downstream_gene_variant	1	0.63	1E-09	9		1.16	[1.11-1.22]	Illumina [529205]	N
2009-09-29	19734903	Lambert JC	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734903	Genome-wide association study identifies variants at CLU and CR1 associated with Alzheimer's disease.	Alzheimer's disease	2,032 European ancestry cases, 5,328 European ancestry controls	3,978 European ancestry cases, 3,297 European ancestry controls	8p21.1	8;8;8	27611345;27598736;27607002	CLU	CLU; CLU; CLU						rs9331888-G; rs2279590-C; rs11136000-C	rs9331888; rs2279590; rs11136000	0		5_prime_UTR_variant; non_coding_transcript_exon_variant; intron_variant		0.26	6E-10	9.22184874961636		1.22	[1.14-1.29]	Illumina [537029]	N
2009-09-29	19734903	Lambert JC	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734903	Genome-wide association study identifies variants at CLU and CR1 associated with Alzheimer's disease.	Alzheimer's disease	2,032 European ancestry cases, 5,328 European ancestry controls	3,978 European ancestry cases, 3,297 European ancestry controls	1q32.2	1;1	207518704;207611623	CR1	CR1; CR1						rs6656401-A; rs3818361-A	rs6656401; rs3818361	0		intron_variant; intron_variant		0.18	3E-10	9.52287874528034	(AA)	1.22	[1.15-1.30]	Illumina [537029]	N
2009-09-29	19734902	Harold D	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734902	Genome-wide association study identifies variants at CLU and PICALM associated with Alzheimer's disease.	Alzheimer's disease	3,941 European ancestry cases, 7,848 European ancestry controls	2,023 European ancestry cases, 2,340 European ancestry controls	19q13.32	19	44892362	APOE, TOMM40	TOMM40			10452			rs2075650-?	rs2075650	0	2075650	intron_variant	0	0.15	2E-157	156.698970004336		2.53	[2.37-2.71]	Illumina [529205]	N
2009-09-30	20061627	Heinzen EL	2009-09-11	J Alzheimers Dis	www.ncbi.nlm.nih.gov/pubmed/20061627	Genome-wide scan of copy number variation in late-onset Alzheimer's disease.	Alzheimer's disease	331 European ancestry cases, 368 European ancestry controls	NA	19q13.32	19	44892362	APOE, TOMM40	TOMM40			10452			rs2075650-?	rs2075650	0	2075650	intron_variant	0	0.15	3E-11	10.5228787452803				Illumina [~ 550000]	N
2009-09-30	20061627	Heinzen EL	2009-09-11	J Alzheimers Dis	www.ncbi.nlm.nih.gov/pubmed/20061627	Genome-wide scan of copy number variation in late-onset Alzheimer's disease.	Alzheimer's disease	331 European ancestry cases, 368 European ancestry controls	NA	13q13.2	13	34080781	RFC3	LOC107984589 - VDAC1P12	107984589	100874289		47218	1996	rs690705-?	rs690705	0	690705	downstream_gene_variant	1	0.25	6E-07	6.22184874961636				Illumina [~ 550000]	N
2009-09-30	20061627	Heinzen EL	2009-09-11	J Alzheimers Dis	www.ncbi.nlm.nih.gov/pubmed/20061627	Genome-wide scan of copy number variation in late-onset Alzheimer's disease.	Alzheimer's disease	331 European ancestry cases, 368 European ancestry controls	NA	1p31.1	1	83789052	TTLL7	LOC101927587			101927587			rs7539409-?	rs7539409	0	7539409	intron_variant	0	0.18	1E-06	6				Illumina [~ 550000]	N
2009-09-30	20061627	Heinzen EL	2009-09-11	J Alzheimers Dis	www.ncbi.nlm.nih.gov/pubmed/20061627	Genome-wide scan of copy number variation in late-onset Alzheimer's disease.	Alzheimer's disease	331 European ancestry cases, 368 European ancestry controls	NA	10q24.31	10	100741814	PAX2	PAX2			5076			rs4509693-?	rs4509693	0	4509693	intron_variant	0	0.18	6E-06	5.22184874961636				Illumina [~ 550000]	N
2009-09-30	20061627	Heinzen EL	2009-09-11	J Alzheimers Dis	www.ncbi.nlm.nih.gov/pubmed/20061627	Genome-wide scan of copy number variation in late-onset Alzheimer's disease.	Alzheimer's disease	331 European ancestry cases, 368 European ancestry controls	NA	6q24.3	6	148102235	SASH1	SAMD5 - SASH1	389432	23328		153944	91205	rs9390537-?	rs9390537	0	9390537	intergenic_variant	1	0.22	8E-06	5.09691001300806				Illumina [~ 550000]	N
2009-09-29	19734903	Lambert JC	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734903	Genome-wide association study identifies variants at CLU and CR1 associated with Alzheimer's disease.	Alzheimer's disease	2,032 European ancestry cases, 5,328 European ancestry controls	3,978 European ancestry cases, 3,297 European ancestry controls	19q13.32	19	44892362	APOE	TOMM40			10452			rs2075650-?	rs2075650	0	2075650	intron_variant	0	0.9	2E-16	15.698970004336				Illumina [537029]	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	1q32.3	1	213944747	intergenic	PROX1-AS1			100505832			rs340849-?	rs340849	0	340849	intron_variant	0	NR	8E-06	5.09691001300806		1.69	[1.33-2.13]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	2p24.2	2	17246318	intergenic	RN7SKP168 - ZFYVE9P2	106479170	100420972		123178	37974	rs11889338-A	rs11889338	0	11889338	intergenic_variant	1	0.26	9E-06	5.04575749056068		1.55	[1.28-1.88]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	2p23.3	2	27684606	SLC4A1AP	SLC4A1AP			22950			rs17006206-G	rs17006206	0	17006206	intron_variant	0	0.1	2E-06	5.69897000433602		2.05	[1.52-2.76]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	3p24.1	3	28887369	intergenic	LINC00693 - LOC105377009	645206	105377009		129032	155508	rs2221154-?	rs2221154	0	2221154	intron_variant	1	NR	3E-06	5.52287874528034		1.75	[1.39-2.22]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	4p16.3	4	2101369	POLN	POLN			353497			rs1923775-T	rs1923775	0	1923775	intron_variant	0	0.25	6E-06	5.22184874961636		1.6	[1.30-1.95]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	7q35	7	147200311	CNTNAP2	CNTNAP2			26047			rs10273775-G	rs10273775	0	10273775	intron_variant	0	0.42	9E-06	5.04575749056068		1.52	[1.27-1.84]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	8q24.13	8	121897448	intergenic	LOC105375732 - MRPS36P3	105375732	347704		212706	194022	rs956225-A	rs956225	0	956225	intron_variant	1	NR	9E-06	5.04575749056068		3.33	[1.96-5.56]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	12q24.21	12	114942588	intergenic	LOC107984437 - LOC102723639	107984437	102723639		105103	70554	rs10850408-?	rs10850408	0	10850408	intergenic_variant	1	NR	9E-07	6.04575749056068		1.59	[1.32-1.92]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	13q12.13	13	26150190	intergenic	RNF6, ATP8A2P3			6049, 100874518			rs17511627-C	rs17511627	0	17511627	intron_variant	0	0.17	5E-06	5.30102999566398		1.75	[1.37-2.22]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	13q32.2	13	98479040	STK24	STK24			8428			rs912330-?	rs912330	0	912330	intron_variant	0	NR	4E-06	5.39794000867204		1.85	[1.43-2.44]	Illumina [2505093] (imputed)	N
2012-01-06	22159054	Logue MW	2011-12-01	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/22159054	A comprehensive genetic association study of Alzheimer disease in African Americans.	Alzheimer's disease	513 African American cases, 496 African American controls	NA	19q13.32	19	44878777	PVRL2	PVRL2			5819			rs6859-A	rs6859	0	6859	3_prime_UTR_variant	0	NR	5E-07	6.30102999566398		1.58	[NR]	Illumina [2505093] (imputed)	N
2012-02-24	22245343	Meda SA	2012-01-08	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/22245343	A large scale multivariate parallel ICA method reveals novel imaging-genetic relationships for Alzheimer's disease in the ADNI cohort.	Alzheimer's disease	367 European ancestry individuals with mild cognitive impairment, 181 European ancestry individuals  with mild early-stage LOAD, 209 European ancestry controls	NA				APOE							APOE-E4	NR	0			1	NR	7E-16	15.1549019599857				Illumina [533872]	N
2012-02-24	22245343	Meda SA	2012-01-08	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/22245343	A large scale multivariate parallel ICA method reveals novel imaging-genetic relationships for Alzheimer's disease in the ADNI cohort.	Alzheimer's disease	367 European ancestry individuals with mild cognitive impairment, 181 European ancestry individuals  with mild early-stage LOAD, 209 European ancestry controls	NA				APOE							APOE-E3	NR	0			1	NR	4E-09	8.39794000867204				Illumina [533872]	N
2012-04-18	22430674	Lambert JC	2012-03-20	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22430674	Genome-wide haplotype association study identifies the FRMD4A gene as a risk locus for Alzheimer's disease.	Alzheimer's disease	2,025 European ancestry cases, 5,328 European ancestry controls	7,913 European ancestry cases, 10,417 European ancestry controls	10p13	10;10;10	13949865;13974159;13966445	FRMD4A	FRMD4A; FRMD4A; FRMD4A						rs7081208-A; rs17314229-C; rs2446581-A	rs7081208; rs17314229; rs2446581	0		intron_variant; intron_variant; intron_variant		0.028	1E-10	10		1.68	[1.43-1.96]	Illumina [287956]	N
2011-06-23	21627779	Antunez C	2011-05-31	Genome Med	www.ncbi.nlm.nih.gov/pubmed/21627779	The membrane-spanning 4-domains, subfamily A (MS4A) gene cluster contains a common variant associated with Alzheimer's disease.	Alzheimer's disease	319 European ancestry cases, 769 European ancestry controls, 2,690 cases, 2,237 controls	4,982 European ancestry cases, 7,961 European ancestry controls, 2,190 cases, 3,374 controls	11q12.2	11	60255614	MS4A	MS4A4E - MS4A4A	643680	51338		12490	24927	rs1562990-?	rs1562990	0	1562990	intergenic_variant	1	0.58	4E-11	10.397940008672		1.14	[1.10-1.18]	Affymetrix, Illumina [696707] (imputed)	N
2011-06-23	21627779	Antunez C	2011-05-31	Genome Med	www.ncbi.nlm.nih.gov/pubmed/21627779	The membrane-spanning 4-domains, subfamily A (MS4A) gene cluster contains a common variant associated with Alzheimer's disease.	Alzheimer's disease	319 European ancestry cases, 769 European ancestry controls, 2,690 cases, 2,237 controls	4,982 European ancestry cases, 7,961 European ancestry controls, 2,190 cases, 3,374 controls	19q13.32	19	44892009	APOE	TOMM40			10452			rs157580-?	rs157580	0	157580	intron_variant	0	NR	8E-89	88.0969100130081		1.69	[NR]	Affymetrix, Illumina [696707] (imputed)	N
2011-06-23	21627779	Antunez C	2011-05-31	Genome Med	www.ncbi.nlm.nih.gov/pubmed/21627779	The membrane-spanning 4-domains, subfamily A (MS4A) gene cluster contains a common variant associated with Alzheimer's disease.	Alzheimer's disease	319 European ancestry cases, 769 European ancestry controls, 2,690 cases, 2,237 controls	4,982 European ancestry cases, 7,961 European ancestry controls, 2,190 cases, 3,374 controls	11q14.2	11	86076782	PICALM	PICALM - RNU6-560P	8301	106480590		6901	76445	rs536841-?	rs536841	0	536841	intergenic_variant	1	NR	3E-09	8.52287874528034		1.16	[NR]	Affymetrix, Illumina [696707] (imputed)	N
2011-06-23	21627779	Antunez C	2011-05-31	Genome Med	www.ncbi.nlm.nih.gov/pubmed/21627779	The membrane-spanning 4-domains, subfamily A (MS4A) gene cluster contains a common variant associated with Alzheimer's disease.	Alzheimer's disease	319 European ancestry cases, 769 European ancestry controls, 2,690 cases, 2,237 controls	4,982 European ancestry cases, 7,961 European ancestry controls, 2,190 cases, 3,374 controls	8p21.1	8	27630273	CLU	CLU - SCARA3	1191	51435		13556	3392	rs569214-?	rs569214	0	569214	upstream_gene_variant	1	NR	4E-08	7.39794000867204		1.14	[NR]	Affymetrix, Illumina [696707] (imputed)	N
2011-06-23	21627779	Antunez C	2011-05-31	Genome Med	www.ncbi.nlm.nih.gov/pubmed/21627779	The membrane-spanning 4-domains, subfamily A (MS4A) gene cluster contains a common variant associated with Alzheimer's disease.	Alzheimer's disease	319 European ancestry cases, 769 European ancestry controls, 2,690 cases, 2,237 controls	4,982 European ancestry cases, 7,961 European ancestry controls, 2,190 cases, 3,374 controls	2q14.3	2	127137039	BIN1	LOC105373605 - NIFKP9	105373605	106480805		532	32972	rs744373-?	rs744373	0	744373	intergenic_variant	1	NR	2E-09	8.69897000433602		1.18	[NR]	Affymetrix, Illumina [696707] (imputed)	N
2014-02-13	23150908	Jonsson T	2012-11-14	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/23150908	Variant of TREM2 associated with the risk of Alzheimer's disease.	Alzheimer's disease	3,550 European ancestry cases, 8,888 European ancestry controls	694 European ancestry cases, 4,375 European ancestry controls, 1,343 cases, 5,352 controls	6p21.1	6	41161514	TREM2	TREM2, LOC105375056			54209, 105375056			rs75932628-T	rs75932628	0	75932628	missense_variant	0	0.0063	2E-12	11.698970004336		2.9	[2.16-3.91]	NR [NR]	N
2010-06-14	20460622	Seshadri S	2010-05-12	JAMA	www.ncbi.nlm.nih.gov/pubmed/20460622	Genome-wide analysis of genetic loci associated with Alzheimer disease.	Alzheimer's disease	973 incident AD cases, 2,033 prevalent AD cases, 22,604  controls of European and Hispanic ancestry	6,505 European ancestry cases, 13,532 European ancestry controls	19q13.32	19	44892362	APOE	TOMM40			10452			rs2075650-G	rs2075650	0	2075650	intron_variant	0	0.14	1E-295	295		2.53	[2.41-2.66]	Affymetrix, Illumina [~ 2500000] (imputed)	N
2010-06-08	20452100	Kramer PL	2010-05-06	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/20452100	Alzheimer disease pathology in cognitively healthy elderly: a genome-wide study.	Alzheimer's disease	185 European ancestry low NFT individuals, 114 European ancestry high NFT individuals	NA	7q22.1	7	103985430	RELN	RELN			5649			rs4298437-A	rs4298437	0	4298437	intron_variant	0	0.26	2E-06	5.69897000433602				Illumina [292175]	N
2010-06-08	20452100	Kramer PL	2010-05-06	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/20452100	Alzheimer disease pathology in cognitively healthy elderly: a genome-wide study.	Alzheimer's disease	185 European ancestry low NFT individuals, 114 European ancestry high NFT individuals	NA	8p23.1	8	10477271	MSRA	LINCR-0001, PRSS52P			101929191, 100419209			rs11782819-?	rs11782819	0	11782819	non_coding_transcript_exon_variant	0	NR	3E-06	5.52287874528034				Illumina [292175]	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	19q13.32	19	44919689	APOE, TOMM40, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	downstream_gene_variant	1	NR	8E-149	148.096910013008		3.45	[NR]	Illumina [2543888] (imputed)	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	2q14.3	2	127132061	BIN1	LOC105373605			105373605			rs7561528-?	rs7561528	0	7561528	intergenic_variant	0	NR	6E-11	10.2218487496164		1.25	[NR]	Illumina [2543888] (imputed)	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	11q14.2	11	85966428	PICALM	PICALM			8301			rs17817600-?	rs17817600	0	17817600	intron_variant	0	NR	2E-08	7.69897000433602		1.33	[NR]	Illumina [2543888] (imputed)	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	8p23.1	8	9141509	PPP1R3B	PPP1R3B			79660			rs3748140-?	rs3748140	0	3748140	missense_variant	0	NR	3E-07	6.52287874528034		2.43	[NR]	Illumina [2543888] (imputed)	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	11q22.2	11	102862432	MMP3, MMP12	MMP3 - MMP12	4314	4321		18743	297	rs12808148-?	rs12808148	0	12808148	downstream_gene_variant	1	NR	1E-06	6		1.23	[NR]	Illumina [2543888] (imputed)	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	4p15.1	4	30466544	intergenic	LOC100130674 - PCDH7	100130674	5099		458193	253834	rs6856768-?	rs6856768	0	6856768	intergenic_variant	1	NR	5E-06	5.30102999566398		1.18	[NR]	Illumina [2543888] (imputed)	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	5q12.1	5	61654384	FLJ37543	C5orf64			285668			rs11738335-?	rs11738335	0	11738335	intron_variant	0	NR	5E-06	5.30102999566398		1.2	[NR]	Illumina [2543888] (imputed)	N
2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	2q12.3	2	107062032	intergenic	LOC105373535 - LOC105373536	105373535	105373536		29124	192659	rs1357692-?	rs1357692	0	1357692	intergenic_variant	1	NR	9E-06	5.04575749056068		1.16	[NR]	Illumina [2543888] (imputed)	N
